//ID	模型文件	中文名称	Image Name	flag	ObjTypeID	dummy	dummy2	高度偏移	播放时间	LightID	基准值
406	bluestone01.par	蓝宝石1	Sea Wave	3	0	4,5	-1	0	0	0	-1
407	bluestone02.par	蓝宝石2	Sea Wave	3	0	4	-1	0	0	0	-1
408	bluestone03.par	Sapphire 3	Sea Wave	3	0	4	-1	0	0	0	-1
409	yellowstone01.par	黄宝石1	Sea Wave	3	0	4,5	-1	0	0	0	-1
410	yellowstone02.par	黄宝石2	Sea Wave	3	0	4	-1	0	0	0	-1
411	yellowstone03.par	黄宝石3	Sea Wave	3	0	4	-1	0	0	0	-1
412	refinestone.par	Refining Gem	Sea Wave	3	0	4	-1	0	0	0	-1
450	01050009.par	机器人黑烟	Sea Wave	1	0	16,17	-1	0	0	0	-1
451	01050006.par	半兽人烟	Sea Wave	1	0	5	-1	0	0	0	-1
452	01050001.par	Humpy Camel Dust	Sea Wave	1	0	4,5	-1	0	0	0	-1
453	01050001.par	沙骑兵尘	Sea Wave	1	0	5,6	-1	0	0	0	-1
454	01050007.par	Naiad	海浪	1	0	1	-1	0	0	0	-1
455	01050010.par	千年女尸	Sea Wave	1	0	6,9	-1	0	0	0	-1
456	01050005.par	南瓜人火	Sea Wave	1	0	7,8	-1	0	0	0	-1
457	01050005_1.par	南瓜人火	Sea Wave	1	0	10	-1	0	0	0	-1
458	01050003.par	诅咒木尸	Sea Wave	1	0	6	0	0	0	0	-1
459	01050001.par	Sand Bandit	Sea Wave	1	0	4,5	-1	0	0	0	-1
460	01050011.par	Octopus	Sea Wave	1	0	2	-1	0	0	0	-1
461	01050012.par	Kingfisher	Sea Wave	1	0	2	-1	0	0	0	-1
462	01050013.par	火灵	Sea Wave	1	0	10	-1	0	0	0	-1
463	01050014.par	Mystic Shrub	Sea Wave	1	0	0	-1	0	0	0	-1
464	01050016.par	法王火球	Sea Wave	1	0	4,5,17,9	-1	0	0	0	-1
465	01050017.par	Icy Dragon	Sea Wave	1	0	1,2,3,4,6,7,9	-1	0	0	0	-1
466	01050019.par	鼹鼠灯光	Sea Wave	1	0	10	-1	0	0	0	-1
467	01050015.par	Mystic Flower	Sea Wave	1	0	0	-1	0	0	0	-1
468	zone.par	zone	Sea Wave	0	0	0	-1	0	0	0	-1
469	01050020.par	Silly Crab Soldier	Sea Wave	1	0	0	-1	0	0	0	-1
470	01050018.par	Baby Icy Dragon	Sea Wave	1	0	1,2,3	-1	0	0	0	-1
471	01050031.par	阿努比斯	Sea Wave	1	0	10	-1	0	0	0	-1
472	01050029.par	Nightmare	Sea Wave	1	0	5,8,12,15,4,7,16,17	-1	0	0	0	-1
473	01050022.par	Snowy Mystic Shrub	Sea Wave	1	0	0	-1	0	0	0	-1
474	01050023.par	橙色精灵草	Sea Wave	1	0	0	-1	0	0	0	-1
475	01050024.par	Red Mystic Shrub	Sea Wave	1	0	0	-1	0	0	0	-1
476	01050025.par	Dry Mystic Shrub	Sea Wave	1	0	0	-1	0	0	0	-1
477	01050026.par	Blue Mystic Shrub	Sea Wave	1	0	0	-1	0	0	0	-1
478	01050027.par	紫色精灵草	Sea Wave	1	0	0	-1	0	0	0	-1
479	01050028.par	Ancient Mystic Shrub	Sea Wave	1	0	0	-1	0	0	0	-1
480	shuimu01.par	Tempest Sea Jelly	Sea Wave	1	0	1	-1	0	0	0	-1
481	shuimu02.par	Electric Sea Jelly	Sea Wave	1	0	1	-1	0	0	0	-1
482	01050030.par	Shadow Hunter	Sea Wave	1	0	4,5	-1	0	0	0	-1
483	01050032.par	Man-Eating Spider	Sea Wave	1	0	4	-1	0	0	0	-1
484	01050035.par	Snow Lady	Sea Wave	1	0	3	-1	0	0	0	-1
485	01050033.par	Snow Lady	Sea Wave	1	0	0	-1	0	0	0	-1
486	01050034.par	南瓜将军	Sea Wave	1	0	4	-1	0	0	0	-1
487	01050034.par	泥浆怪	Sea Wave	1	0	7,8	-1	0	0	0	-1
488	01050036.par	Guardian Angel	Sea Wave	1	0	-1	-1	0	0	0	-1
489	01050037.par	Lubi Terror	Sea Wave	1	0	13	-1	0	0	0	-1
490	01050043.par	Soul of Goddess	Sea Wave	1	0	-1	-1	0	0	0	-1
491	shiphurt01.par	船只HP不足1	Sea Wave	1	0	4	-1	0	0	0	-1
492	shiphurt02.par	船只HP不足2	Sea Wave	1	0	4	-1	0	0	0	-1
493	shiphurt03.par	船只HP不足3	Sea Wave	1	0	4	-1	0	0	0	-1
494	seazone.par	海上传送门	Sea Wave	0	0	4	-1	0	0	0	-1
495	pkhp1.par	PK建筑HP不足1	Sea Wave	1	0	1	-1	0	0	0	-1
496	pkhp2.par	PK建筑HP不足2	Sea Wave	1	0	1	-1	0	0	0	-1
497	pkhp3.par	PK建筑HP不足3	Sea Wave	1	0	1	-1	0	0	0	-1
498	vipwings01.par	Dark Wing	Sea Wave	1	0	24	-1	0	0	0	-1
499	vipwings02.par	Dark Wing	Sea Wave	1	0	24	-1	0	0	0	-1
500	vipwings03.par	Dark Wing	Sea Wave	1	0	24	-1	0	0	0	-1
501	anwing1.par	Angel Wing	Sea Wave	1	0	24	-1	0	0	0	-1
502	anwing2.par	Angel Wing	Sea Wave	1	0	24	-1	0	0	0	-1
503	anwing3.par	Angel Wing	Sea Wave	1	0	24	-1	0	0	0	-1
504	rozen.par	Rose	Sea Wave	1	0	25	-1	0	0	0	-1
505	elf.par	光之精灵	Sea Wave	1	0	-1	-1	0	0	0	-1
506	ballelf.par	黄色球精灵	Sea Wave	1	0	-1	-1	0	0	0	-1
507	ballelf2.par	绿色球精灵	Sea Wave	1	0	-1	-1	0	0	0	-1
508	elfgreen.par	绿精灵	Sea Wave	1	0	-1	-1	0	0	0	-1
509	elfgreen2.par	红精灵	Sea Wave	1	0	-1	-1	0	0	0	-1
510	xdelf.par	咸蛋绿精灵	Sea Wave	1	0	-1	-1	0	0	0	-1
511	xdelf2.par	咸蛋兰精灵	Sea Wave	1	0	-1	-1	0	0	0	-1
512	eggelf.par	包菜绿精灵	Sea Wave	1	0	-1	-1	0	0	0	-1
513	eggelf2.par	黄包菜精灵	Sea Wave	1	0	-1	-1	0	0	0	-1
514	gelf.par	幽灵精灵	Sea Wave	1	0	-1	-1	0	0	0	-1
515	gelf2.par	幽灵精灵2	Sea Wave	1	0	-1	-1	0	0	0	-1
516	zzshjl1.par	鹦鹉精灵1	Sea Wave	1	0	-1	-1	0	0	0	-1
517	zzshjl2.par	鹦鹉精灵2	Sea Wave	1	0	-1	-1	0	0	0	-1

800	icedragonready01.par	Frost Breath	Sea Wave	1	0	1	-1	0	1	0	-1
801	icedragonready02.par	冰龙扇形冷气攻击	Sea Wave	1	0	1	-1	0	1	0	-1
802	sd.par	木尸法王尸毒	Sea Wave	1	0	1	-1	0	1	0	-1
803	lx.par	Black Dragon Breath	Sea Wave	1	0	1	-1	0	1	0	-1
804	ly.par	Black Dragon Flight	Sea Wave	1	0	1	-1	0	1	0	-1
805	xzsb1.par	机械巨兵1	Sea Wave	1	0	-1	-1	0	1	0	-1
806	xzsb2.par	机械巨兵2	Sea Wave	1	0	-1	-1	0	1	0	-1
807	mhcx.par	魅惑持续	Sea Wave	0	0	-1	-1	0	1	0	-1
808	hld.par	龙明	Sea Wave	0	0	-1	-1	0	1	0	-1
809	sun.par	太阳表情	Sea Wave	0	0	-1	-1	0	1	0	-1
810	cloud.par	阴天表情	Sea Wave	0	0	-1	-1	0	1	0	-1
811	snowface.par	雪表情	Sea Wave	0	0	-1	-1	0	1	0	-1
812	starface.par	星表情	Sea Wave	0	0	-1	-1	0	1	0	-1
813	rain.par	雨表情	Sea Wave	0	0	-1	-1	0	1	0	-1
814	cnsun.par	多云表情	Sea Wave	0	0	-1	-1	0	1	0	-1
815	kulouface.par	骷髅表情	Sea Wave	0	0	-1	-1	0	1	0	-1
816	caihong.par	彩虹表情	Sea Wave	0	0	-1	-1	0	1	0	-1
817	angelface.par	天使表情	Sea Wave	0	0	-1	-1	0	1	0	-1
818	devilface.par	恶魔表情	Sea Wave	0	0	-1	-1	0	1	0	-1

881	bdicess.par	小黑龙虎啸释放	Sea Wave	0	0	-1	-1	0	1	0	-1
882	bdiceaa.par	小黑龙虎啸命中	Sea Wave	0	0	-1	-1	0	1	0	-1
883	bdlightss.par	小黑龙雷击释放	Sea Wave	0	0	-1	-1	0	1	0	-1
885	bdlightaa.par	小黑龙雷击命中	Sea Wave	0	0	-1	-1	2	1	0	-1
886	bdwindss.par	小黑龙幻影斩释放	Sea Wave	0	0	-1	-1	0	1	0	-1
887	bdlightaft.par	小黑龙雷击持续	Sea Wave	0	0	-1	-1	1	1	0	-1
888	bdwindaa.par	小黑龙幻影斩命中	Sea Wave	0	0	-1	-1	0	1	0	-1
889	zzfbfs.par	黑龙炎球释放	Sea Wave	0	0	-1	-1	0	1	0	-1
891	zzfbfa.par	黑龙炎球命中	Sea Wave	0	0	-1	-1	0	1	0	-1
892	zzfbfat.par	黑龙炎球地面	Sea Wave	0	0	-1	-1	0	1	0	-1
893	bdsummon.par	黑龙召唤	Sea Wave	0	0	-1	-1	1	1	0	-1
894	bdiceaft.par	小黑龙虎啸持续	Sea Wave	0	0	-1	-1	1	1	0	-1
											
3000	jf004.par	法杖增益头1	Sea Wave	1	0	1	-1	0	0	0	-1
3001	jf003.par	法杖增益头2	Sea Wave	1	0	1	-1	0	0	0	-1
3002	jf002.par	法杖增益头3	Sea Wave	1	0	1	-1	0	0	0	-1
3003	jf001.par	法杖增益头4	Sea Wave	1	0	1	-1	0	0	0	-1
3010	jf000.par	法杖增益环空	Sea Wave	1	0	1	-1	0	0	0	-1
3011	jf000.par	法杖增益环空	Sea Wave	1	0	1	-1	0	0	0	-1
3012	jf000.par	法杖增益环空	Sea Wave	1	0	1	-1	0	0	0	-1
3013	jf006.par	法杖增益环有	Sea Wave	1	0	1	-1	0	0	0	-1
3020	jf000.par	法杖增益身体空	Sea Wave	1	0	1	-1	0	0	0	-1
3021	jf005.par	法杖增益身体有	Sea Wave	1	0	1	-1	0	0	0	-1
3022	jf005.par	法杖增益身体有	Sea Wave	1	0	1	-1	0	0	0	-1
3023	jf005.par	法杖增益身体有	Sea Wave	1	0	1	-1	0	0	0	-1

3030	jb01.par	巨剑攻击1	Sea Wave	1	0	1	-1	0	0	0	-1
3031	jb02.par	巨剑攻击2	Sea Wave	1	0	1	-1	0	0	0	-1
3032	jb03.par	巨剑攻击3	Sea Wave	1	0	1	-1	0	0	0	-1
3033	jb04.par	巨剑攻击4	Sea Wave	1	0	1	-1	0	0	0	-1
3040	jj01.par	单手剑攻击1	Sea Wave	1	0	1	-1	0	0	0	-1
3041	jj02.par	Single-handed Sword Attack 2	Sea Wave	1	0	1	-1	0	0	0	-1
3042	jj03.par	单手剑Attack 3	Sea Wave	1	0	1	-1	0	0	0	-1
3043	jj04.par	单手剑攻击4	Sea Wave	1	0	1	-1	0	0	0	-1
3050	js01.par	匕首攻击1	Sea Wave	1	0	1	-1	0	0	0	-1
3051	js02.par	匕首攻击2	Sea Wave	1	0	1	-1	0	0	0	-1
3052	js03.par	匕首攻击3	Sea Wave	1	0	1	-1	0	0	0	-1
3053	js04.par	匕首攻击4	Sea Wave	1	0	1	-1	0	0	0	-1

3060	jg01.par	枪攻击身体1	Sea Wave	1	0	1	-1	0	0	0	-1
3061	jg01.par	枪攻击身体2	Sea Wave	1	0	1	-1	0	0	0	-1
3062	jg02.par	枪攻击身体3	Sea Wave	1	0	1	-1	0	0	0	-1
3063	jg03.par	枪攻击身体4	Sea Wave	1	0	1	-1	0	0	0	-1
3070	jg04.par	枪攻击头1	Sea Wave	1	0	1	-1	0	0	0	-1
3071	jg05.par	枪攻击头2	Sea Wave	1	0	1	-1	0	0	0	-1
3072	jg06.par	枪攻击头3	Sea Wave	1	0	1	-1	0	0	0	-1
3073	jg06.par	枪攻击头4	Sea Wave	1	0	1	-1	0	0	0	-1

3080	jfb004.par	法杖防御头1	Sea Wave	1	0	1	-1	0	0	0	-1
3081	jfb003.par	法杖防御头2	Sea Wave	1	0	1	-1	0	0	0	-1
3082	jfb002.par	法杖防御头3	Sea Wave	1	0	1	-1	0	0	0	-1
3083	jfb001.par	法杖防御头4	Sea Wave	1	0	1	-1	0	0	0	-1
3090	jf000.par	法杖防御环空	Sea Wave	1	0	1	-1	0	0	0	-1
3091	jf000.par	法杖防御环空	Sea Wave	1	0	1	-1	0	0	0	-1
3092	jf000.par	法杖防御环空	Sea Wave	1	0	1	-1	0	0	0	-1
3093	jf006.par	法杖防御环有	Sea Wave	1	0	1	-1	0	0	0	-1
3100	jf000.par	法杖防御身体空	Sea Wave	1	0	1	-1	0	0	0	-1
3101	jfb005.par	法杖防御身体有	Sea Wave	1	0	1	-1	0	0	0	-1
3102	jfb005.par	法杖防御身体有	Sea Wave	1	0	1	-1	0	0	0	-1
3103	jfb005.par	法杖防御身体有	Sea Wave	1	0	1	-1	0	0	0	-1

3110	jfr004.par	法杖攻击头1	Sea Wave	1	0	1	-1	0	0	0	-1
3111	jfr003.par	法杖攻击头2	Sea Wave	1	0	1	-1	0	0	0	-1
3112	jfr002.par	法杖攻击头3	Sea Wave	1	0	1	-1	0	0	0	-1
3113	jfr001.par	法杖攻击头4	Sea Wave	1	0	1	-1	0	0	0	-1
3120	jf000.par	法杖攻击环空	Sea Wave	1	0	1	-1	0	0	0	-1
3121	jf000.par	法杖攻击环空	Sea Wave	1	0	1	-1	0	0	0	-1
3122	jf000.par	法杖攻击环空	Sea Wave	1	0	1	-1	0	0	0	-1
3123	jf006.par	法杖攻击环有	Sea Wave	1	0	1	-1	0	0	0	-1
3130	jf000.par	法杖攻击身体空	Sea Wave	1	0	1	-1	0	0	0	-1
3131	jfr005.par	法杖攻击身体有	Sea Wave	1	0	1	-1	0	0	0	-1
3132	jfr005.par	法杖攻击身体有	Sea Wave	1	0	1	-1	0	0	0	-1
3133	jfr005.par	法杖攻击身体有	Sea Wave	1	0	1	-1	0	0	0	-1

3140	jby01.par	巨剑增益1	Sea Wave	1	0	1	-1	0	0	0	-1
3141	jby02.par	巨剑增益2	Sea Wave	1	0	1	-1	0	0	0	-1
3142	jby03.par	巨剑增益3	Sea Wave	1	0	1	-1	0	0	0	-1
3143	jby04.par	巨剑增益4	Sea Wave	1	0	1	-1	0	0	0	-1
3150	jjy01.par	单手剑增益1	Sea Wave	1	0	1	-1	0	0	0	-1
3151	jjy02.par	单手剑增益2	Sea Wave	1	0	1	-1	0	0	0	-1
3152	jjy03.par	单手剑增益3	Sea Wave	1	0	1	-1	0	0	0	-1
3153	jjy04.par	单手剑增益4	Sea Wave	1	0	1	-1	0	0	0	-1
3160	jsy01.par	匕首增益1	Sea Wave	1	0	1	-1	0	0	0	-1
3161	jsy02.par	匕首增益2	Sea Wave	1	0	1	-1	0	0	0	-1
3162	jsy03.par	匕首增益3	Sea Wave	1	0	1	-1	0	0	0	-1
3163	jsy04.par	匕首增益4	Sea Wave	1	0	1	-1	0	0	0	-1

3170	jbb01.par	巨剑防御1	Sea Wave	1	0	1	-1	0	0	0	-1
3171	jbb02.par	巨剑防御2	Sea Wave	1	0	1	-1	0	0	0	-1
3172	jbb03.par	巨剑防御3	Sea Wave	1	0	1	-1	0	0	0	-1
3173	jbb04.par	巨剑防御4	Sea Wave	1	0	1	-1	0	0	0	-1
3180	jjb01.par	单手剑防御1	Sea Wave	1	0	1	-1	0	0	0	-1
3181	jjb02.par	单手剑防御2	Sea Wave	1	0	1	-1	0	0	0	-1
3182	jjb03.par	单手剑防御3	Sea Wave	1	0	1	-1	0	0	0	-1
3183	jjb04.par	单手剑防御4	Sea Wave	1	0	1	-1	0	0	0	-1
3190	jsb01.par	匕首防御1	Sea Wave	1	0	1	-1	0	0	0	-1
3191	jsb02.par	匕首防御2	Sea Wave	1	0	1	-1	0	0	0	-1
3192	jsb03.par	Dagger Defense 3	Sea Wave	1	0	1	-1	0	0	0	-1
3193	jsb04.par	匕首防御4	Sea Wave	1	0	1	-1	0	0	0	-1

3200	jgb01.par	枪防御身体1	Sea Wave	1	0	1	-1	0	0	0	-1
3201	jgb01.par	枪防御身体2	Sea Wave	1	0	1	-1	0	0	0	-1
3202	jgb02.par	枪防御身体3	Sea Wave	1	0	1	-1	0	0	0	-1
3203	jgb03.par	枪防御身体4	Sea Wave	1	0	1	-1	0	0	0	-1
3210	jgb04.par	Gun Head Defense 1	Sea Wave	1	0	1	-1	0	0	0	-1
3211	jgb05.par	枪防御头2	Sea Wave	1	0	1	-1	0	0	0	-1
3212	jgb06.par	枪防御头3	Sea Wave	1	0	1	-1	0	0	0	-1
3213	jgb06.par	枪防御头4	Sea Wave	1	0	1	-1	0	0	0	-1

3220	jgy01.par	枪增益身体1	Sea Wave	1	0	1	-1	0	0	0	-1
3221	jgy01.par	枪增益身体2	Sea Wave	1	0	1	-1	0	0	0	-1
3222	jgy02.par	枪增益身体3	Sea Wave	1	0	1	-1	0	0	0	-1
3223	jgy03.par	枪增益身体4	Sea Wave	1	0	1	-1	0	0	0	-1
3230	jgy04.par	Gun Head Bonus 1	Sea Wave	1	0	1	-1	0	0	0	-1
3231	jgy05.par	枪增益头2	Sea Wave	1	0	1	-1	0	0	0	-1
3232	jgy06.par	枪增益头3	Sea Wave	1	0	1	-1	0	0	0	-1
3233	jgy06.par	枪增益头4	Sea Wave	1	0	1	-1	0	0	0	-1

3240	jfq02.par	法杖攻防增身体淡	Sea Wave	1	0	1	-1	0	0	0	-1
3241	jfq03.par	法杖攻防增身体有	Sea Wave	1	0	1	-1	0	0	0	-1
3242	jfq03.par	法杖攻防增身体有	Sea Wave	1	0	1	-1	0	0	0	-1
3243	jfq03.par	法杖攻防增身体有	Sea Wave	1	0	1	-1	0	0	0	-1
3250	jfr004.par	法杖攻防增头1	Sea Wave	1	0	1	-1	0	0	0	-1
3251	jfr003.par	法杖攻防增头2	Sea Wave	1	0	1	-1	0	0	0	-1
3252	jfr002.par	法杖攻防增头3	Sea Wave	1	0	1	-1	0	0	0	-1
3253	jfq01.par	法杖攻防增头4	Sea Wave	1	0	1	-1	0	0	0	-1

3260	jbyb01.par	巨剑增防1	Sea Wave	1	0	1	-1	0	0	0	-1
3261	jbyb02.par	巨剑增防2	Sea Wave	1	0	1	-1	0	0	0	-1
3262	jbyb03.par	巨剑增防3	Sea Wave	1	0	1	-1	0	0	0	-1
3263	jbyb04.par	巨剑增防4	Sea Wave	1	0	1	-1	0	0	0	-1
3270	jjyb01.par	单手剑增防1	Sea Wave	1	0	1	-1	0	0	0	-1
3271	jjyb02.par	单手剑增防2	Sea Wave	1	0	1	-1	0	0	0	-1
3272	jjyb03.par	单手剑增防3	Sea Wave	1	0	1	-1	0	0	0	-1
3273	jjyb04.par	单手剑增防4	Sea Wave	1	0	1	-1	0	0	0	-1
3280	jsyb01.par	匕首增防1	Sea Wave	1	0	1	-1	0	0	0	-1
3281	jsyb02.par	匕首增防2	Sea Wave	1	0	1	-1	0	0	0	-1
3282	jsyb03.par	匕首增防3	Sea Wave	1	0	1	-1	0	0	0	-1
3283	jsyb04.par	匕首增防4	Sea Wave	1	0	1	-1	0	0	0	-1

3290	jbry01.par	巨剑增攻1	Sea Wave	1	0	1	-1	0	0	0	-1
3291	jbry02.par	巨剑增攻2	Sea Wave	1	0	1	-1	0	0	0	-1
3292	jbry03.par	巨剑增攻3	Sea Wave	1	0	1	-1	0	0	0	-1
3293	jbry04.par	巨剑增攻4	Sea Wave	1	0	1	-1	0	0	0	-1
3300	jjry01.par	单手剑增攻1	Sea Wave	1	0	1	-1	0	0	0	-1
3301	jjry02.par	单手剑增攻2	Sea Wave	1	0	1	-1	0	0	0	-1
3302	jjry03.par	单手剑增攻3	Sea Wave	1	0	1	-1	0	0	0	-1
3303	jjry04.par	单手剑增攻4	Sea Wave	1	0	1	-1	0	0	0	-1
3310	jsry01.par	匕首增攻1	Sea Wave	1	0	1	-1	0	0	0	-1
3311	jsry02.par	匕首增攻2	Sea Wave	1	0	1	-1	0	0	0	-1
3312	jsry03.par	匕首增攻3	Sea Wave	1	0	1	-1	0	0	0	-1
3313	jsry04.par	Dagger Bonus Attack 4	Sea Wave	1	0	1	-1	0	0	0	-1

3320	jbrb01.par	巨剑攻防1	Sea Wave	1	0	1	-1	0	0	0	-1
3321	jbrb02.par	巨剑攻防2	Sea Wave	1	0	1	-1	0	0	0	-1
3322	jbrb03.par	巨剑攻防3	Sea Wave	1	0	1	-1	0	0	0	-1
3323	jbrb04.par	巨剑攻防4	Sea Wave	1	0	1	-1	0	0	0	-1
3330	jjrb01.par	单手剑攻防1	Sea Wave	1	0	1	-1	0	0	0	-1
3331	jjrb02.par	Single-handed Sword Parry 2	Sea Wave	1	0	1	-1	0	0	0	-1
3332	jjrb03.par	单手剑攻防3	Sea Wave	1	0	1	-1	0	0	0	-1
3333	jjrb04.par	单手剑攻防4	Sea Wave	1	0	1	-1	0	0	0	-1
3340	jsrb01.par	匕首攻防1	Sea Wave	1	0	1	-1	0	0	0	-1
3341	jsrb02.par	匕首攻防2	Sea Wave	1	0	1	-1	0	0	0	-1
3342	jsrb03.par	匕首攻防3	Sea Wave	1	0	1	-1	0	0	0	-1
3343	jsrb04.par	匕首攻防4	Sea Wave	1	0	1	-1	0	0	0	-1

3350	jbryb01.par	巨剑攻防增1	Sea Wave	1	0	1	-1	0	0	0	-1
3351	jbryb02.par	巨剑攻防增2	Sea Wave	1	0	1	-1	0	0	0	-1
3352	jbryb03.par	巨剑攻防增3	Sea Wave	1	0	1	-1	0	0	0	-1
3353	jbryb04.par	巨剑攻防增4	Sea Wave	1	0	1	-1	0	0	0	-1
3360	jjryb01.par	单手剑攻防增1	Sea Wave	1	0	1	-1	0	0	0	-1
3361	jjryb02.par	单手剑攻防增2	Sea Wave	1	0	1	-1	0	0	0	-1
3362	jjryb03.par	单手剑攻防增3	Sea Wave	1	0	1	-1	0	0	0	-1
3363	jjryb04.par	单手剑攻防增4	Sea Wave	1	0	1	-1	0	0	0	-1
3370	jsryb01.par	匕首攻防增1	Sea Wave	1	0	1	-1	0	0	0	-1
3371	jsryb02.par	匕首攻防增2	Sea Wave	1	0	1	-1	0	0	0	-1
3372	jsryb03.par	匕首攻防增3	Sea Wave	1	0	1	-1	0	0	0	-1
3373	jsryb04.par	匕首攻防增4	Sea Wave	1	0	1	-1	0	0	0	-1


3380	jgy01.par	枪攻防增身体1	Sea Wave	1	0	1	-1	0	0	0	-1
3381	jgy01.par	枪攻防增身体2	Sea Wave	1	0	1	-1	0	0	0	-1
3382	jgq01.par	枪攻防增身体3	Sea Wave	1	0	1	-1	0	0	0	-1
3383	jgq02.par	枪攻防增身体4	Sea Wave	1	0	1	-1	0	0	0	-1
3390	jg04.par	枪攻防增头1	Sea Wave	1	0	1	-1	0	0	0	-1
3391	jg05.par	枪攻防增头2	Sea Wave	1	0	1	-1	0	0	0	-1
3392	jg06.par	枪攻防增头3	Sea Wave	1	0	1	-1	0	0	0	-1
3393	jg06.par	枪攻防增头4	Sea Wave	1	0	1	-1	0	0	0	-1



3400	jf000.par	弓攻击身体1	Sea Wave	1	0	1	-1	0	0	0	-1
3401	jar03.par	弓攻击身体2	Sea Wave	1	0	1	-1	0	0	0	-1
3402	jar01.par	弓攻击身体3	Sea Wave	1	0	1	-1	0	0	0	-1
3403	jar01.par	弓攻击身体4	Sea Wave	1	0	1	-1	0	0	0	-1
3410	jf000.par	弓攻击拖尾1	Sea Wave	1	0	1	-1	0	0	0	-1
3411	jf000.par	弓攻击拖尾2	Sea Wave	1	0	1	-1	0	0	0	-1
3412	jf000.par	弓攻击拖尾3	Sea Wave	1	0	1	-1	0	0	0	-1
3413	jar02.par	弓攻击拖尾4	Sea Wave	1	0	1	-1	0	0	0	-1

3420	jf000.par	弓增益身体1	Sea Wave	1	0	1	-1	0	0	0	-1
3421	jay03.par	弓增益身体2	Sea Wave	1	0	1	-1	0	0	0	-1
3422	jay01.par	弓增益身体3	Sea Wave	1	0	1	-1	0	0	0	-1
3423	jay01.par	弓增益身体4	Sea Wave	1	0	1	-1	0	0	0	-1
3430	jf000.par	弓增益拖尾1	Sea Wave	1	0	1	-1	0	0	0	-1
3431	jf000.par	弓增益拖尾2	Sea Wave	1	0	1	-1	0	0	0	-1
3432	jf000.par	弓增益拖尾3	Sea Wave	1	0	1	-1	0	0	0	-1
3433	jay02.par	弓增益拖尾4	Sea Wave	1	0	1	-1	0	0	0	-1

3440	jf000.par	弓防御身体1	Sea Wave	1	0	1	-1	0	0	0	-1
3441	jab03.par	弓防御身体2	Sea Wave	1	0	1	-1	0	0	0	-1
3442	jab01.par	弓防御身体3	Sea Wave	1	0	1	-1	0	0	0	-1
3443	jab01.par	弓防御身体4	Sea Wave	1	0	1	-1	0	0	0	-1
3450	jf000.par	弓防御拖尾1	Sea Wave	1	0	1	-1	0	0	0	-1
3451	jf000.par	弓防御拖尾2	Sea Wave	1	0	1	-1	0	0	0	-1
3452	jf000.par	弓防御拖尾3	Sea Wave	1	0	1	-1	0	0	0	-1
3453	jab02.par	弓防御拖尾4	Sea Wave	1	0	1	-1	0	0	0	-1


3460	jf000.par	弓防御增益身体1	Sea Wave	1	0	1	-1	0	0	0	-1
3461	jay03.par	弓防御增益身体2	Sea Wave	1	0	1	-1	0	0	0	-1
3462	jaby01.par	弓防御增益身体3	Sea Wave	1	0	1	-1	0	0	0	-1
3463	jaby01.par	弓防御增益身体4	Sea Wave	1	0	1	-1	0	0	0	-1

3470	jf000.par	弓防御攻击身体1	Sea Wave	1	0	1	-1	0	0	0	-1
3471	jab03.par	弓防御攻击身体2	Sea Wave	1	0	1	-1	0	0	0	-1
3472	jabr01.par	弓防御攻击身体3	Sea Wave	1	0	1	-1	0	0	0	-1
3473	jabr01.par	弓防御攻击身体4	Sea Wave	1	0	1	-1	0	0	0	-1

3480	jf000.par	弓攻击增益身体1	Sea Wave	1	0	1	-1	0	0	0	-1
3481	jar03.par	Base Bonus of Bow Attack 2	Sea Wave	1	0	1	-1	0	0	0	-1
3482	jary01.par	弓Attack 增益身体3	Sea Wave	1	0	1	-1	0	0	0	-1
3483	jary01.par	弓攻击增益身体4	Sea Wave	1	0	1	-1	0	0	0	-1

3490	jf000.par	弓攻防增身体1	Sea Wave	1	0	1	-1	0	0	0	-1
3491	jabry03.par	弓攻防增身体2	Sea Wave	1	0	1	-1	0	0	0	-1
3492	jabry01.par	弓攻防增身体3	Sea Wave	1	0	1	-1	0	0	0	-1
3493	jabry01.par	弓攻防增身体4	Sea Wave	1	0	1	-1	0	0	0	-1


3500	jfg004.par	法杖毒头1	Sea Wave	1	0	1	-1	0	0	0	-1
3501	jfg003.par	法杖毒头2	Sea Wave	1	0	1	-1	0	0	0	-1
3502	jfg002.par	法杖毒头3	Sea Wave	1	0	1	-1	0	0	0	-1
3503	jfg001.par	法杖毒头4	Sea Wave	1	0	1	-1	0	0	0	-1
3510	jf000.par	法杖毒环空	Sea Wave	1	0	1	-1	0	0	0	-1
3511	jf000.par	法杖毒环空	Sea Wave	1	0	1	-1	0	0	0	-1
3512	jf000.par	法杖毒环空	Sea Wave	1	0	1	-1	0	0	0	-1
3513	jf006.par	法杖毒环有	Sea Wave	1	0	1	-1	0	0	0	-1
3520	jf000.par	法杖毒身体空	Sea Wave	1	0	1	-1	0	0	0	-1
3521	jfg005.par	Base Resist to Staff Poison	Sea Wave	1	0	1	-1	0	0	0	-1
3522	jfg005.par	Base Resist to Staff Poison	Sea Wave	1	0	1	-1	0	0	0	-1
3523	jfg005.par	Base Resist to Staff Poison	Sea Wave	1	0	1	-1	0	0	0	-1


3530	jgg01.par	枪毒身体1	Sea Wave	1	0	1	-1	0	0	0	-1
